date;region;new_visitors;returning_visitors
2020-07-29;Via San Giacomo;1807;3077
2020-07-17;Piazza Scaravilli;0;-2
2020-07-21;Piazza Scaravilli;0;-2
2020-07-23;Piazza Scaravilli;11;40
2020-07-25;Piazza Scaravilli;0;-2
2020-07-17;Palazzo Poggi;3285;0
2020-07-18;Palazzo Poggi;376;274
2020-07-22;Palazzo Poggi;1157;1718
2020-07-26;Palazzo Poggi;0;-2
2020-07-27;Palazzo Poggi;932;1594
2020-07-30;Palazzo Poggi;895;1681
2020-07-31;Palazzo Poggi;847;1545
2020-07-17;Via Del Guasto;2768;0
2020-07-18;Via Del Guasto;1447;905
2020-07-21;Via Del Guasto;1197;1503
2020-07-23;Via Del Guasto;1536;1509
2020-07-25;Via Del Guasto;737;1414
2020-07-28;Via Del Guasto;738;1489
2020-07-25;Piazza Verdi;4687;4591
2020-07-27;Piazza Verdi;3660;4138
2020-07-28;Piazza Verdi;3904;4561
2020-07-29;Piazza Verdi;2989;4766
2020-07-30;Piazza Verdi;2766;4469
2020-07-17;Facoltà Di Giurisprudenza;8228;0
2020-07-21;Facoltà Di Giurisprudenza;4560;3462
2020-07-22;Facoltà Di Giurisprudenza;3957;3710
2020-07-23;Facoltà Di Giurisprudenza;3422;3766
2020-07-24;Facoltà Di Giurisprudenza;3488;3930
2020-07-26;Facoltà Di Giurisprudenza;3708;3228
2020-07-17;Piazza Rossini (Palazzo Malvezzi);8327;0
2020-07-18;Piazza Rossini (Palazzo Malvezzi);6182;2248
2020-07-19;Piazza Rossini (Palazzo Malvezzi);4371;2438
2020-07-26;Piazza Rossini (Palazzo Malvezzi);2768;3187
2020-07-29;Piazza Rossini (Palazzo Malvezzi);2803;4379
2020-07-31;Piazza Rossini (Palazzo Malvezzi);2036;3881
2020-07-18;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-19;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-23;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-28;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-29;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-07-30;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-01;Porta San Donato;5397;8156
2020-08-06;Porta San Donato;4040;7794
2020-08-07;Porta San Donato;4182;7951
2020-08-13;Porta San Donato;2657;5736
2020-08-14;Porta San Donato;3513;5773
2020-08-18;Porta San Donato;3032;6313
2020-08-20;Porta San Donato;3438;6414
2020-08-28;Porta San Donato;3913;9261
2020-08-29;Porta San Donato;4963;9640
2020-08-30;Porta San Donato;4345;8231
2020-08-06;Piazza Puntoni (Via Zamboni);0;-2
2020-08-07;Piazza Puntoni (Via Zamboni);0;-2
2020-08-10;Piazza Puntoni (Via Zamboni);0;-2
2020-08-11;Piazza Puntoni (Via Zamboni);0;-2
2020-08-13;Piazza Puntoni (Via Zamboni);0;-2
2020-08-15;Piazza Puntoni (Via Zamboni);0;-2
2020-08-18;Piazza Puntoni (Via Zamboni);0;-2
2020-08-20;Piazza Puntoni (Via Zamboni);0;-2
2020-08-23;Piazza Puntoni (Via Zamboni);0;-2
2020-08-24;Piazza Puntoni (Via Zamboni);0;-2
2020-08-25;Piazza Puntoni (Via Zamboni);0;-2
2020-08-31;Piazza Puntoni (Via Zamboni);0;-2
2020-08-04;Via San Giacomo;1596;2273
2020-08-07;Via San Giacomo;1221;2258
2020-08-08;Via San Giacomo;1530;1943
2020-08-12;Via San Giacomo;876;1547
2020-08-17;Via San Giacomo;853;1467
2020-08-19;Via San Giacomo;1250;1737
2020-08-21;Via San Giacomo;988;1935
2020-08-24;Via San Giacomo;1096;2146
2020-08-01;Piazza Scaravilli;675;982
2020-08-02;Piazza Scaravilli;465;741
2020-08-08;Piazza Scaravilli;882;843
2020-08-10;Piazza Scaravilli;401;675
2020-08-12;Piazza Scaravilli;394;697
2020-08-14;Piazza Scaravilli;384;607
2020-08-15;Piazza Scaravilli;347;548
2020-08-17;Piazza Scaravilli;350;630
2020-08-19;Piazza Scaravilli;546;736
2020-08-21;Piazza Scaravilli;410;824
2020-08-25;Piazza Scaravilli;971;1225
2020-08-27;Piazza Scaravilli;1384;1303
2020-08-30;Piazza Scaravilli;835;1334
2020-08-02;Palazzo Poggi;0;-2
2020-08-04;Palazzo Poggi;923;1398
2020-08-07;Palazzo Poggi;259;733
2020-08-09;Palazzo Poggi;0;-2
2020-08-10;Palazzo Poggi;18;143
2020-08-12;Palazzo Poggi;11;155
2020-08-14;Palazzo Poggi;17;115
2020-08-19;Palazzo Poggi;45;205
2020-08-20;Palazzo Poggi;7;126
2020-08-21;Palazzo Poggi;13;161
2020-08-23;Palazzo Poggi;0;-2
2020-08-24;Palazzo Poggi;531;1188
2020-08-26;Palazzo Poggi;847;1597
2020-08-27;Palazzo Poggi;1639;1608
2020-08-01;Via Del Guasto;559;1035
2020-08-02;Via Del Guasto;598;704
2020-08-06;Via Del Guasto;481;976
2020-08-07;Via Del Guasto;308;982
2020-08-08;Via Del Guasto;377;782
2020-08-10;Via Del Guasto;261;659
2020-08-14;Via Del Guasto;277;609
2020-08-23;Via Del Guasto;299;650
2020-08-26;Via Del Guasto;546;1287
2020-08-27;Via Del Guasto;560;1259
2020-08-02;Piazza Verdi;2233;3006
2020-08-11;Piazza Verdi;1626;2604
2020-08-15;Piazza Verdi;1405;2087
2020-08-19;Piazza Verdi;2153;2728
2020-08-24;Piazza Verdi;2015;3467
2020-08-25;Piazza Verdi;2596;3895
2020-08-31;Piazza Verdi;3190;4918
2020-08-03;Facoltà Di Giurisprudenza;2891;3224
2020-08-04;Facoltà Di Giurisprudenza;2823;3250
2020-08-05;Facoltà Di Giurisprudenza;2595;3393
2020-08-08;Facoltà Di Giurisprudenza;2997;2943
2020-08-10;Facoltà Di Giurisprudenza;2166;2543
2020-08-17;Facoltà Di Giurisprudenza;1795;2279
2020-08-18;Facoltà Di Giurisprudenza;2147;2730
2020-08-19;Facoltà Di Giurisprudenza;2514;2772
2020-08-21;Facoltà Di Giurisprudenza;2369;2938
2020-08-22;Facoltà Di Giurisprudenza;3247;2879
2020-08-23;Facoltà Di Giurisprudenza;3143;2746
2020-08-25;Facoltà Di Giurisprudenza;2588;3653
2020-08-27;Facoltà Di Giurisprudenza;3253;3951
2020-08-29;Facoltà Di Giurisprudenza;4498;4717
2020-08-30;Facoltà Di Giurisprudenza;5040;4759
2020-08-31;Facoltà Di Giurisprudenza;2459;4445
2020-08-01;Piazza Rossini (Palazzo Malvezzi);2811;3259
2020-08-03;Piazza Rossini (Palazzo Malvezzi);2259;3158
2020-08-04;Piazza Rossini (Palazzo Malvezzi);2330;3227
2020-08-16;Piazza Rossini (Palazzo Malvezzi);1472;1692
2020-08-18;Piazza Rossini (Palazzo Malvezzi);1951;2650
2020-08-19;Piazza Rossini (Palazzo Malvezzi);2030;2554
2020-08-20;Piazza Rossini (Palazzo Malvezzi);1989;2748
2020-08-21;Piazza Rossini (Palazzo Malvezzi);1700;2802
2020-08-23;Piazza Rossini (Palazzo Malvezzi);2584;2522
2020-08-25;Piazza Rossini (Palazzo Malvezzi);2037;3452
2020-08-29;Piazza Rossini (Palazzo Malvezzi);3624;4618
2020-08-30;Piazza Rossini (Palazzo Malvezzi);4282;4473
2020-08-01;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-04;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-06;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-07;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-08;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-13;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-14;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-15;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-16;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-18;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-19;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-21;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-25;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-26;2 Torri (Inizio Portico Via Zamboni);0;-2
2020-08-28;2 Torri (Inizio Portico Via Zamboni);4507;5115
2020-08-29;2 Torri (Inizio Portico Via Zamboni);6253;5272
2020-09-03;Porta San Donato;4617;11006
2020-09-05;Porta San Donato;5803;12053
2020-09-08;Porta San Donato;5374;11736
2020-09-10;Porta San Donato;5504;12668
2020-09-12;Porta San Donato;7096;14297
2020-09-15;Porta San Donato;5123;13618
2020-09-18;Porta San Donato;6243;15614
2020-09-23;Porta San Donato;6340;16895
2020-09-24;Porta San Donato;6405;17035
2020-09-29;Porta San Donato;6777;17945
2020-09-02;Piazza Puntoni (Via Zamboni);663;1550
2020-09-04;Piazza Puntoni (Via Zamboni);1714;3838
2020-09-05;Piazza Puntoni (Via Zamboni);642;1540
2020-09-06;Piazza Puntoni (Via Zamboni);0;-2
2020-09-07;Piazza Puntoni (Via Zamboni);0;-2
2020-09-08;Piazza Puntoni (Via Zamboni);0;-2
2020-09-09;Piazza Puntoni (Via Zamboni);0;-2
2020-09-19;Piazza Puntoni (Via Zamboni);0;-2
2020-09-20;Piazza Puntoni (Via Zamboni);0;-2
2020-09-22;Piazza Puntoni (Via Zamboni);0;-2
2020-09-23;Piazza Puntoni (Via Zamboni);0;-2
2020-09-24;Piazza Puntoni (Via Zamboni);0;-2
2020-09-25;Piazza Puntoni (Via Zamboni);0;-2
2020-09-26;Piazza Puntoni (Via Zamboni);0;-2
2020-09-28;Piazza Puntoni (Via Zamboni);0;-2
2020-09-02;Via San Giacomo;1568;3563
2020-09-07;Via San Giacomo;1992;3928
2020-09-10;Via San Giacomo;2746;5034
2020-09-11;Via San Giacomo;2976;5679
2020-09-12;Via San Giacomo;3251;5557
2020-09-15;Via San Giacomo;2802;5727
2020-09-18;Via San Giacomo;2808;6365
2020-09-28;Via San Giacomo;3813;8239
2020-09-30;Via San Giacomo;5915;10136
2020-09-06;Piazza Scaravilli;821;1609
2020-09-09;Piazza Scaravilli;1349;2457
2020-09-11;Piazza Scaravilli;1800;2837
2020-09-14;Piazza Scaravilli;1370;2898
2020-09-18;Piazza Scaravilli;1593;3194
2020-09-21;Piazza Scaravilli;3350;3365
2020-09-23;Piazza Scaravilli;3856;5389
2020-09-27;Piazza Scaravilli;1749;2567
2020-09-06;Palazzo Poggi;0;-2
2020-09-07;Palazzo Poggi;1171;2624
2020-09-10;Palazzo Poggi;1757;3205
2020-09-14;Palazzo Poggi;1363;3556
2020-09-18;Palazzo Poggi;1435;3762
2020-09-20;Palazzo Poggi;0;-2
2020-09-22;Palazzo Poggi;3369;6139
2020-09-30;Palazzo Poggi;4011;8010
2020-09-01;Via Del Guasto;733;1731
2020-09-02;Via Del Guasto;618;1785
2020-09-03;Via Del Guasto;743;2018
2020-09-04;Via Del Guasto;887;2203
2020-09-08;Via Del Guasto;1117;2301
2020-09-10;Via Del Guasto;876;2593
2020-09-12;Via Del Guasto;1281;2728
2020-09-17;Via Del Guasto;1370;3162
2020-09-22;Via Del Guasto;1554;4047
2020-09-24;Via Del Guasto;1242;4552
2020-09-25;Via Del Guasto;1608;4321
2020-09-28;Via Del Guasto;1648;4518
2020-09-03;Piazza Verdi;3200;5953
2020-09-05;Piazza Verdi;5763;7252
2020-09-06;Piazza Verdi;4333;5859
2020-09-07;Piazza Verdi;3499;5858
2020-09-08;Piazza Verdi;3877;6722
2020-09-12;Piazza Verdi;6505;9043
2020-09-16;Piazza Verdi;4678;8565
2020-09-19;Piazza Verdi;6605;10218
2020-09-20;Piazza Verdi;5984;8365
2020-09-21;Piazza Verdi;4308;7869
2020-09-22;Piazza Verdi;4442;9872
2020-09-26;Piazza Verdi;8239;12152
2020-09-01;Facoltà Di Giurisprudenza;3430;4811
2020-09-02;Facoltà Di Giurisprudenza;2358;4746
2020-09-05;Facoltà Di Giurisprudenza;6624;6492
2020-09-08;Facoltà Di Giurisprudenza;3922;5732
2020-09-10;Facoltà Di Giurisprudenza;3749;6238
2020-09-16;Facoltà Di Giurisprudenza;3615;7071
2020-09-21;Facoltà Di Giurisprudenza;3863;6709
2020-09-25;Facoltà Di Giurisprudenza;5356;9288
2020-09-30;Facoltà Di Giurisprudenza;3960;10282
2020-09-01;Piazza Rossini (Palazzo Malvezzi);3005;4938
2020-09-04;Piazza Rossini (Palazzo Malvezzi);4024;6423
2020-09-05;Piazza Rossini (Palazzo Malvezzi);5352;6313
2020-09-07;Piazza Rossini (Palazzo Malvezzi);2426;5462
2020-09-08;Piazza Rossini (Palazzo Malvezzi);3726;6131
2020-09-12;Piazza Rossini (Palazzo Malvezzi);6703;8212
2020-09-14;Piazza Rossini (Palazzo Malvezzi);3252;6903
2020-09-15;Piazza Rossini (Palazzo Malvezzi);4233;7263
2020-09-17;Piazza Rossini (Palazzo Malvezzi);3123;7948
2020-09-18;Piazza Rossini (Palazzo Malvezzi);4304;8389
2020-09-22;Piazza Rossini (Palazzo Malvezzi);4151;9102
2020-09-23;Piazza Rossini (Palazzo Malvezzi);5298;10702
2020-09-25;Piazza Rossini (Palazzo Malvezzi);5072;10251
2020-09-27;Piazza Rossini (Palazzo Malvezzi);6040;7930
2020-09-30;Piazza Rossini (Palazzo Malvezzi);4201;11824
2020-09-01;2 Torri (Inizio Portico Via Zamboni);4366;5816
2020-09-06;2 Torri (Inizio Portico Via Zamboni);6885;5760
2020-09-10;2 Torri (Inizio Portico Via Zamboni);4423;6917
2020-09-11;2 Torri (Inizio Portico Via Zamboni);4948;8142
2020-09-12;2 Torri (Inizio Portico Via Zamboni);10438;8667
2020-09-18;2 Torri (Inizio Portico Via Zamboni);5525;8584
2020-09-20;2 Torri (Inizio Portico Via Zamboni);6200;7225
2020-09-23;2 Torri (Inizio Portico Via Zamboni);5796;9557
2020-09-28;2 Torri (Inizio Portico Via Zamboni);4536;8623
2020-09-29;2 Torri (Inizio Portico Via Zamboni);5324;9598
2020-10-01;Porta San Donato;5991;17801
2020-10-04;Porta San Donato;6256;13674
2020-10-06;Porta San Donato;6438;18040
2020-10-07;Porta San Donato;6080;18384
2020-10-09;Porta San Donato;7303;19496
2020-10-11;Porta San Donato;5270;11059
2020-10-13;Porta San Donato;5646;17095
2020-10-14;Porta San Donato;5406;15865
2020-10-15;Porta San Donato;5711;16725
2020-10-17;Porta San Donato;8491;18263
2020-10-22;Porta San Donato;4651;16816
2020-10-23;Porta San Donato;5009;17478
2020-10-08;Piazza Puntoni (Via Zamboni);0;0
2020-10-11;Piazza Puntoni (Via Zamboni);0;0
2020-10-12;Piazza Puntoni (Via Zamboni);0;0
2020-10-19;Piazza Puntoni (Via Zamboni);0;0
2020-10-24;Piazza Puntoni (Via Zamboni);0;0
2020-10-26;Piazza Puntoni (Via Zamboni);0;0
2020-10-02;Via San Giacomo;4340;9640
2020-10-03;Via San Giacomo;4220;7942
2020-10-04;Via San Giacomo;3720;6498
2020-10-05;Via San Giacomo;4106;9403
2020-10-08;Via San Giacomo;3776;11297
2020-10-14;Via San Giacomo;3844;8896
2020-10-21;Via San Giacomo;3649;9319
2020-10-24;Via San Giacomo;3683;6990
2020-10-28;Via San Giacomo;2450;7403
2020-10-03;Piazza Scaravilli;2133;3751
2020-10-12;Piazza Scaravilli;1709;5586
2020-10-13;Piazza Scaravilli;1883;6546
2020-10-14;Piazza Scaravilli;2279;5884
2020-10-16;Piazza Scaravilli;2669;5637
2020-10-17;Piazza Scaravilli;1933;3948
2020-10-18;Piazza Scaravilli;1306;2707
2020-10-21;Piazza Scaravilli;2300;6112
2020-10-23;Piazza Scaravilli;1270;5490
2020-10-25;Piazza Scaravilli;2216;3031
2020-10-27;Piazza Scaravilli;1346;4705
2020-10-28;Piazza Scaravilli;1799;4771
2020-10-29;Piazza Scaravilli;2096;4334
2020-10-03;Palazzo Poggi;379;1203
2020-10-04;Palazzo Poggi;0;-2
2020-10-06;Palazzo Poggi;3207;8788
2020-10-14;Palazzo Poggi;2992;7512
2020-10-17;Palazzo Poggi;1224;2251
2020-10-22;Palazzo Poggi;2683;7689
2020-10-23;Palazzo Poggi;1455;6271
2020-10-25;Palazzo Poggi;0;0
2020-10-27;Palazzo Poggi;1839;6326
2020-10-30;Palazzo Poggi;1405;5578
2020-10-01;Via Del Guasto;1320;5218
2020-10-04;Via Del Guasto;1245;3456
2020-10-24;Via Del Guasto;1254;3606
2020-10-26;Via Del Guasto;886;3935
2020-10-28;Via Del Guasto;637;4080
2020-10-29;Via Del Guasto;1008;3932
2020-10-07;Piazza Verdi;5926;13340
2020-10-15;Piazza Verdi;3363;10278
2020-10-22;Piazza Verdi;3591;10818
2020-10-28;Piazza Verdi;2573;8951
2020-10-31;Piazza Verdi;3867;7968
2020-10-02;Facoltà Di Giurisprudenza;5408;10032
2020-10-03;Facoltà Di Giurisprudenza;8807;11193
2020-10-04;Facoltà Di Giurisprudenza;7224;9395
2020-10-11;Facoltà Di Giurisprudenza;3807;6525
2020-10-12;Facoltà Di Giurisprudenza;3289;8025
2020-10-16;Facoltà Di Giurisprudenza;4187;9477
2020-10-17;Facoltà Di Giurisprudenza;8048;10764
2020-10-19;Facoltà Di Giurisprudenza;2696;7908
2020-10-21;Facoltà Di Giurisprudenza;2852;8748
2020-10-23;Facoltà Di Giurisprudenza;3594;8743
2020-10-25;Facoltà Di Giurisprudenza;5157;7759
2020-10-26;Facoltà Di Giurisprudenza;2234;6654
2020-10-30;Facoltà Di Giurisprudenza;2385;7053
2020-10-03;Piazza Rossini (Palazzo Malvezzi);7624;11650
2020-10-04;Piazza Rossini (Palazzo Malvezzi);6159;9576
2020-10-06;Piazza Rossini (Palazzo Malvezzi);3898;11344
2020-10-07;Piazza Rossini (Palazzo Malvezzi);4174;11970
2020-10-14;Piazza Rossini (Palazzo Malvezzi);2974;9222
2020-10-19;Piazza Rossini (Palazzo Malvezzi);2457;9399
2020-10-22;Piazza Rossini (Palazzo Malvezzi);2603;10038
2020-10-23;Piazza Rossini (Palazzo Malvezzi);3267;9925
2020-10-24;Piazza Rossini (Palazzo Malvezzi);4390;9268
2020-10-25;Piazza Rossini (Palazzo Malvezzi);4488;8197
2020-10-28;Piazza Rossini (Palazzo Malvezzi);1810;8455
2020-10-29;Piazza Rossini (Palazzo Malvezzi);2163;7980
2020-10-31;Piazza Rossini (Palazzo Malvezzi);3069;7051
2020-10-04;2 Torri (Inizio Portico Via Zamboni);8862;8966
2020-10-07;2 Torri (Inizio Portico Via Zamboni);4966;9368
2020-10-09;2 Torri (Inizio Portico Via Zamboni);6952;10716
2020-10-10;2 Torri (Inizio Portico Via Zamboni);10470;11182
2020-10-12;2 Torri (Inizio Portico Via Zamboni);3498;7953
2020-10-13;2 Torri (Inizio Portico Via Zamboni);4110;8487
2020-10-14;2 Torri (Inizio Portico Via Zamboni);4198;8104
2020-10-18;2 Torri (Inizio Portico Via Zamboni);6331;7827
2020-10-20;2 Torri (Inizio Portico Via Zamboni);3317;8200
2020-10-21;2 Torri (Inizio Portico Via Zamboni);3995;8527
2020-10-23;2 Torri (Inizio Portico Via Zamboni);4070;8622
2020-10-25;2 Torri (Inizio Portico Via Zamboni);5514;7623
2020-11-02;Porta San Donato;4533;11813
2020-11-03;Porta San Donato;4821;13270
2020-11-04;Porta San Donato;3422;13180
2020-11-06;Porta San Donato;4501;13332
2020-11-14;Porta San Donato;3799;12053
2020-11-15;Porta San Donato;1548;5038
2020-11-18;Porta San Donato;3108;11522
2020-11-27;Porta San Donato;1203;5426
2020-11-03;Piazza Puntoni (Via Zamboni);0;0
2020-11-09;Piazza Puntoni (Via Zamboni);0;0
2020-11-12;Piazza Puntoni (Via Zamboni);0;0
2020-11-13;Piazza Puntoni (Via Zamboni);0;0
2020-11-14;Piazza Puntoni (Via Zamboni);0;0
2020-11-17;Piazza Puntoni (Via Zamboni);0;0
2020-11-21;Piazza Puntoni (Via Zamboni);0;0
2020-11-22;Piazza Puntoni (Via Zamboni);0;0
2020-11-23;Piazza Puntoni (Via Zamboni);0;0
2020-11-26;Piazza Puntoni (Via Zamboni);0;0
2020-11-02;Via San Giacomo;1407;5963
2020-11-07;Via San Giacomo;1639;4263
2020-11-08;Via San Giacomo;1036;3001
2020-11-09;Via San Giacomo;2105;5219
2020-11-10;Via San Giacomo;1737;5467
2020-11-11;Via San Giacomo;1494;5172
2020-11-18;Via San Giacomo;1196;4782
2020-11-21;Via San Giacomo;840;3376
2020-11-23;Via San Giacomo;950;4828
2020-11-24;Via San Giacomo;1298;5218
2020-11-02;Piazza Scaravilli;813;3541
